,name,reviews,score,year,month,day
10,김학준,"ㅋㅋㅋㅋㅋㅋㅋ 이거 일정 시간간격으로 3마리중 하나를뽑는 가챠가있거든요? 1시간정도하면 갑자기 전설이 등장하는데 2번 재시도해야 얻음, 재시도할려면 현금이 들어가요. ㅋㅋㅋㅋ 재시도 한번도 안할때까지 전설 특별 일반 3마리 덱으로 계속나오고 특별은 동일한애만 나와요. 초반엔 재밌다고 느꼈는데 어떻게든 현금결재시키려고 용을쓰네요 광고제거는 했는데 너무아까워요",1,2023,3,24
11,박한별 (보리),"게임은 잘 만들었음 무과금 골드 뽑기로도 타 게임보다 뽑기 확률 혜자(전설 영웅 수급 쉬움) 첫날부터 약 50만원 과금하고 시작했는데도 가면 갈수록 난이도가 너무 심해짐(너무 잘 죽음) 갤럭시는 65000 아이폰은 75000 결제해야 얻을 수 있는 문양 아이템이나 주점이나 SHOP에서 사용하는 다이아는 터치 한번 잘못하면 안내문구같은거 하나없이 사용, 분해됨 확률 고지도 필요함 한번 더 뽑기로 3배 걸고 450다이아 5~10번 쓰면 1번 뽑힐까말까임 게임만 보면 별 5개 난이도랑 편의성 고려하면 별 1개",1,2023,3,9
12,김지혁,현질 하려는 분들 꼭 읽어주세요. 1. 스토리 하루이틀이면 끝날 정도로 짧아요. 2. 뽑기도 처음에 한 두번은 전설 잘 나오는데 그 뒤는 안나오는 거 봐서는 확률 조작도 있는거 같음 3. 하루 정해진거 조금 하다보면 할게 없음 4. 난이도 벨런스 못 맞춰서 노가다 반복을 첫 날부터 하게 생겨서 저는 환불 신청하고 접습니다. 5. 유료 아이템이나 패키지는 다른 게임들에 비해서 비싼거 같은데 이 게임에 굳이? 이유를 모르겠음 결론 : 첫 날에 이 겜 갓겜인가 싶었지만 역시나 돈 깔짝 땡기려고 그럴싸하게 만든 개망겜임,1,2023,3,5
13,Bumyong Lee,흠.. 광고제거 및 간단한 결제로 만원 조금 안되는 금액으로 시작했는데 이거 초반 살짝 지나니 뭔가 주점에서 뽑는게 확률 조작 느낌이 심하게 나네요. 처음에는 느낌이겠거니하고 진행했는데 제가 진찌 천운을 타고난 재수가 없는건지 3분의1 확률이 어쩜 단한번을 안걸리고 피해가는지 이해가안갑니다. ㅎㅎ 아님 확률이 다른건지요..뭔가 약올라서 접습니다.,1,2023,5,10
14,Hoeya,기대했던 게임인데 아쉬운 점이 많네요. 컨탠츠가 없어서 정체 구간이 빠르게 오는거 같고 재료를 골드로 바꿔주는 것도 없어서 골드 수급도 힘들고 일일 보상으로 주는 던전에서도 용병들이 픽픽 죽어버립니다. 딱 2시간 정도 즐길만한 게임이네요.,1,2023,3,6
15,김완수,초기화 하고 다시 시작하려고 회원탈퇴하고 재로그인하는데 [위협감지: 게임을 다시 실행해주세요. 에러코드:ACCOUNT_...]라고 메세지 뜨고 접속이 안되서 못하고 있어 어케 해결좀 해봐 개발자들아. 지우고 다시 실행해두 똑같음. 어케 해결좀 해봐 멍청한 개발자들아,1,2023,5,7
16,Gun Gee,"용병+우르르 내가 좋아하는 조합이라, 바로 광고 패스 패키지 패스 다 하고 시작. 처음은 역시 재밌음, 다이아 가성비가 너무 안 좋아서, 몇 번 잘 못 누르면 순삭 됨. 노랑(전설?) 뽑기 극악임, 갑자기 확률 조정한 듯. 보라,파랑으론 진행 힘듬, 탱커 제역할 못 함. 가장 *같은건 용병숫자 늘리는 붉은 보석이 전혀 안 나옴, 우르르가 6명이 끝이라 봐야 할 정도임. 금방 삭제할 듯",1,2023,3,11
17,uha 2,영웅뽑기는 셋중에 하나를 가져가는 방식인데 변동확률 적용되는데다 확률표기조차 없음. 골드벌이수단이 숙제 끝나면 필드에서 1골드 주는 랜덤젠 슬라임 잡는거밖에 없어 사실상 성장 자체가 한정되어 있음. 계정레벨 또한 30레벨 후반 구간으로 가기 시작하면 어지간한 몹은 다 패널티 먹어서 경험치 양이 줄어들고. 모 커뮤니티에선 되게 고평가하는 분위기던데 게임하는 내내 왜 고평가받는지 잘 모르겠음 / 탑 난이도도 악랄한데 40레벨에 해금되는 균열은 무슨 생각으로 이런 난이도로 해놓은건지 모르겠다. 최소한의 파밍은 가능해야 할 거 아님?,1,2023,3,4
18,band land,초반엔 그럭저럭 괜찮았는데 어째 후반갈수록 확률이 이상한거 같음 주황카드2 파란카드1 나온게 벌써 6번이 넘어가는데 다 파란카드만 걸림. 빨간원석은 죽어도 안나오고... / 추가로 중간중간에 있는 순간이동 포탈 넘어로 전단계 보스들 그냥 넘어옴. 버그 진짜 심함. 심지어 보스 패턴 피하려고 공격범위에서 벗어나면 갑자기 멀어졌다고 피회복하기 시작함 ㅋㅋㅋㅋ 컨트롤하려고 조작하려고 하면 캐릭터들이 사방으로 흩어지지를 않나 ㅋㅋ 버그 심하니까 이거부터 잡으세요,1,2023,4,2
19,김재준,확률 주작임 주점에서 전설영웅 절대 안줌... 특히 힐러계열이 필수인데 게임한지 15일이 넘었는데 3분의1 확률 당첨이 절대안되서 현질로 사게 유도함;; 광고 질렀는데 걍 접으려고함,1,2023,5,13
20,Chaiuk Lee,이거 확률이 너무 거지예요 느낌상인줄 모르겠지만 돈 많이 들고있으면 상점에서 좋은 영웅들 많이 안나와요.붉은보석 드랍률은 너무 헬이구요. 현질을 하면 빨리 성장할수는 있지만 너무 빨리크면 드랍률또한 거지 같습니다.제친구보다 제가 2주는 빨리시작했고 현질까지했습니다.결국 1달정도지나서 역전 당했어요. 광고제거정도만 현질하시고 딴거는 절대 현질하지마세요~금방 따라 올수있습니다,1,2023,4,14
21,권순범,던전에서 빨간보석 얻었는데 골드 추가로 더 받으려고 광고보고나니까 게임 렉먹음 아무리 기다려도 돌아오지 않아 강제종료하고 다시 들어가보니 빨간보석 없어져있음. 가뜩이나 빨간보석 드롭율 극악인데 복구 시켜주시죠 ㅡㅡ 그리고 근접유닛이 너무 약하고 난이도가 후반부 갈 수록 점점 높아지는데 대대적인 밸런스 패치가 필요해보임,1,2023,4,2
22,아우뱅크,절대하지마세요 진짜 뽑기도 3개중에 하나인데 33퍼가 아니라 전설 영웅 희귀 노말 이렇게 있으면 무조건 거의 희귀 노말만 걸립니다 4일째 내내 그렇구요 어쩌다가 전설이나 영웅나오면 그 뒤로도 강화하려면 뽑아야되는데 안나옵니다. 그렇다고 골드를 쉽게 버는것도 아닙니다 한번 뽑으면 100골드가 드는데 100골드 버는것도 점점 가면 갈수록 어려워요 그렇다고 콘텐츠가 많은것도 아닙니다 광고제거로 광고는 안보고있는데 솔직히 이것도 아까워요 괜히샀네요 거기다가 처음 벚꽃이벤트도 하루100개 모을수있다는데 지금은 많은사라뜰이 항의해서 변한거지만 그 전에는 진짜 잘 나오지도 않았어요 뭘위한 이벤트인지 모르겠네요,1,2023,4,20
23,Sunghyeuk Park,"게임은 재미있지만, 뽑기 확률을 조작하는거같네요. 만렙까지 찍었는데 갈수록 좋은건 안뽑히고 안좋은것만 뽑히는게 확실히 조작이 있는듯 합니다. 1/3로 뽑혀야 정상인데 절대 아닌듯.",1,2023,3,17
24,파이리,광고 제거 결제만으로 게임이 편해지고 수급이 잠시 좋아지는데 갈수록 과금 금액도 크고 유도도 심합니다. 그리고 게임사에서 사료를 안뿌립니다. 갈수록 금화도 부족해요.붉은 보석은 그냥 헬임,1,2023,5,16
25,이희연,"☆☆☆운빨이 강함☆☆☆ 재화수급이 어려워서 영웅이 나오는것에 돈을 많이 쓰셔도 남는분들은 재미있게 3일정도 할 수 있어요 !! ●몬스터 색깔, 데미지 놀이는 싫다 ●디아블로 대균열처럼 뺑뺑이 폐지 노가다 싫다 ●운빨로 가챠가 싫다 세가지중에 하나라도 해당하시는분들은 비추천입니다",1,2023,3,17
26,시여니,재밌게 플레이하고있습니다. 아쉬운점이 있다먼 공식카페랑 쿠폰이 없다는거..?? 패치가 언제언제 되는지 이런것좀 알고싶네요 +추가 아이템 잠금기능도 있었으면 좋겠네요. 영웅 검색 이런것도.. +창고가 너무 꽉차 나무가 8000개나 쌓여습니다... 고기 나무 10개 고기1개 이렇게 교환처라도 만들어주십숑 ㅜㅜ../// 3.22 이겜 장단점 딱 알려드림 장점 초반에 할게 진짜 많음 골드모아서 힐러+딜러 뽑고 고기 넉넉하게 챙기고 나무캐고 광석캐고 저장소 늘리고 생각보다 할게많음 단점:저 위에있는거 다하면 할거없음 골드 있을때 30분마다 상점보고 균열 뺑뺑이.. 아직 미완성 겜이지만 난 가능성있다고 본다 ㅇ.ㅇ 근데 패치 3주는 너무해씀.. 최소2주로 잡고해주시면 안되남...,1,2023,4,12
27,2 2,유저를 봉으로 아는 게임사. 뜬금없이 잠수패치로 몬스터 공격력을 올려 플레이타임을 늘려버리지 않나 게임 컨텐츠 부족으로 인한 문제를 유저에게 전가시키는 최악의 게임사 운영해본적이 없으니 이런 막장행위를 남발. 역겨워서 이게임에 현질안함 이 리뷰를 다른 많은 유저들도 봤으면.,1,2023,3,27
28,강시,아니 뽑기확률 실화인가?? 처음 뽑기로 노랑색뜬거 이후로는 단 한번도 노랑거 뜬적이없네?? 확률있는거 맞나?? 붉은광석도 던전에 뜬다고 적혀있던데 단 한번도 뜬적이없고 이정도면 확률 공개해야되는거 아닌가?? 출석 보상이라도 있던가 그것도없고 내가 24랩인데 벌써 진행막히는게 정상인가?? 현질안하면 진행이안되네,1,2023,3,6
29,밀레니엄빵빵이,"확률 그치같은게임.. 3개중 두개가 레전드나와도 무조건 일반이고, 1개 레전드 나왔길래 궁금해서 다이아써가며 또 해봤지만 역시나 레전드는 뽑히질않네요.. 도대체 몇번째 반복인지 진짜 너무 심합니다.. 오랜만에 너무나도 마음에 드는 게임을 만났는데 이건..참..",1,2023,3,8
30,NODAP K,필드에서 자원수집모드하고 몬스터 사냥모드 분리해줬면 합니다. 캐라는 자원은 안캐고 몬스터한테 개돌해서 다죽고요 보스 잡다가 자원캐러가서 보스 체력 다시 회복해버려요 그리고 난이도 조절도 이상해요 내가 4만인데 3만짜리 던전을 1층도 못깨요 근접케들이 5초면 죽어버려서 탱킹도 못하고 몬스터들 우르르 몰려와서 딜러들 다죽어요,1,2023,3,5
31,서민재,너무 열받아서 리뷰 남깁니다 광고제거및 패키지 구매까지 했습니다.이게임 문제는 영웅이고 전설이고 겁나 안나와요 3가지중에 하나뽑는건데 골드로 했다가 다이아 써야하는데 다이아로는 현금 만원 이상 들어가야해요 다이아 수급 안됩니다 그리고 붉은보석이 중요한데 던전 돌면서 나오는데 하루 1개 즈는데 절대안나옵니다 10잘써서 1개나왔네요 정말 게임하면서 어처구니없고 열받는경우 리니지 이후 처음이네요 최악에 게임 절대 하지마세요.,1,2023,3,8
32,mk k,현질도 하고 나름 즐기려는데 던전난이도가 레벨비례로 올라감.반면 레벨올리는 스텟매리트는 미미함.한마디로 노가다 많이할수록 던전이 어려워짐. 멋모르고 필드작해서 레벨올리다가 던전 손도 못대게 어려워져서 투자금도 못뽑고 삭제함,1,2023,3,9
33,제이,게임을 진행하라는거야 말라는거야 고기와 목재를 얻을수있는 최대치가 정해져있고 건물을 업글하기위해서는 유료재화를 사용해서 수량을 채우고 업글하게 만드네..참다참다 이런 거지같은 겜을 하고 있는 나도 바보되는것 같음 절대 현질을 많이 하지 않을거면 게임하지 마세요 별1점도 아까움,1,2023,3,26
34,Mujin Park,개선할게 너무 많음. 스토리도 짧고 인터페이스 개선도 필요하고 우르르 몰려다니라는 컨셉인데 붉은광석 재화 얻는것도 쉽지않고,1,2023,4,21
35,이그란데클라쎄,마을 방어 3단계를 계속 몹 다 잡아도 클리어가 안되는 버그가 있습니다. 지금 5판 클리어했는데 계속 무한 대기해도 클리어가 안되고 제가 마을로 돌아가기를 누릅니다.,1,2023,4,14
36,영양간식코딱지,초반엔 잼있더라구요. 근데 몇일 해보니까 같은걸 계속 반복해야되서 지루합니다. 그리고 영웅 뽑기 극악이예요. 중간 중간 현질하라고 좋은 아이템 싸게 주는척 팝업 띄우는데 정말 역겹더라구요.,1,2023,3,24
37,이한나,과금 두번했고 처음에 전설좀 뽑히는가 싶더니 후반부로 가면 뽑기 확률 극악으로 변함. 과금유도를 위해 심각할정도로 수치를 정해놓은건가 싶을 정도로 안좋은것만 선택됨,1,2023,3,23
38,박한올,별 1.5개정도 초반부는 재밌으나 후반부로 갈수록 컨텐츠가 전무할 정도로 없고 재미도 없음. 성장 폭도 뽑기운에 기댈수 밖에 없는 구조라 아쉬움,1,2023,4,4
39,ddak,내가 여러게임을 해봤지만 이거는 진짜 자원 얻기 극혐이다 붉은보석 은 던전을 깨야 얻는데 10판중 한판정도 나올정도로 얻기 겁나 힘들고 심지어 금화도 퀘스트 로만 얻을수 있어서 얻기 힘드네 정말 끝까지 내가 현질 하나봐라 빠득빠득 이 꽉 깨물고 전설 다 레벨업한다 두고봐라,1,2023,3,20
40,여보세요,버그좀 고쳐라 저장소 레벨업하고 다른세계 넘어가면 레벨 롤백 되고 레벨업에 쓰인자원은 다 날라가고.. 날린 자원이 어마어마하다...,1,2023,4,23
41,김민엽,모르겠다 회사입장에서 돈을 벌어야 하는건 당연한거지만 이게임은 골드를 수급할수있은 요소가없다 일퀘후 무조건 현질을해야만 골드수급을해야한다 이딴게임에 돈을 조금이라도 쓰다니 너무 아깝네,1,2023,4,10
42,이성민,"레벨이 60이후로 안올라가요. 경험치 바도 100%에서 0%로 되지도 않고, 경험치가 쌓이지도 않아요. 버그인가요?? 그리고 붉은 보석 드랍확률은 왜이리 낮아요? 개선 좀 해주세요.",1,2023,4,6
43,SUL OOO,게임은 재밌으나 버그투성이임 버그투성이인건 이해하나 대처가 아쉽 ---추후수정--- 운영진들 잠수패치로 유저들 기만하고 소통 전혀안하고 독고다이식 운영하는 듯 업데이트 내용 구라로 기재해놓고 바로 대처나 입장 안내놓음,1,2023,3,28
44,박진우,랜덤뽑기 게임중 확률조작 제일심한 듯. 대놓고 현질해서 뽑아라 유도하고 광고지우기 샀는데도 패키지 광고는 왜 계속 뜨는건지,1,2023,5,1
45,꿀루베리,로그인하니까 기껏 올려놨던 영웅렙이며 건물렙까지 다 떨궈놨네? 광고제거 사서 걍 하긴햇는데 노답 과금필수게임임 렙35정도 되면 과금없이 진도 나가기 엄청엄청 어려워짐 이 게임 추천안함,1,2023,5,14
46,킬리안엄마패,아니 지금 2달넘게 하고있는데 무슨 광고가 닫힘버튼도 못누르게 떠요 ㅡㅡ 1분넘게 보고있어도 계속 흑백화면만 나오고 진짜 짜증나죽겠네 2달동안 안그러다 어제부터 계속 뜨는데 안고칠꺼에요? 빨리고쳐요,1,2023,5,17
47,맨슈퍼,과금유도가 너무 악랄합니다. 이정도 수준의 게임에서 어느정돛벌어드리려고 대체 이딴식으로 bm을 책정하시는 건가요 적당히좀 하세요,1,2023,4,30
48,sw l,디스라이트 광고시간 제한좀.. 너무 길어서 반감생김 그리고 캐쥬얼게임인데 화폐가치는 메이저게임이랑 비슷한듯.. 개발비나 운영비 등등 세이브 했으면 좀 착한가격으로 과금상품을 만들어야할텐데,1,2023,4,20
49,이남길,처음만 잼있다가 25렙정도되면 극악 뽑기로 바뀌는듯. 처음 두세번정도만 전설케릭주고 그후에는 극악 뽑기 난이도임. 별 거지같은.. 별5개에서 1개로 바꿨다,1,2023,3,23
50,HS Kwon (KHS),와... 진짜 별로임 컨텐츠 구리고 사냥 시스템 불편하고 나무는 쓸때도없고 현질 안 하면 할수없는 구조인데 현질해도 할수있는게 없음 걍 하지마세요~~ 이래도 광고제거랑 사서 하시겠지만...,1,2023,3,27
51,9 29,게임이 재밌긴 한데 별로 추천안함 초반에만 재밌지 후반가면 전설안뜨고 레벨업 못치면 그냥 제자리 걸음임 하지 마세요 ㅋㅋㅋ 시간 아끼세요 나중에 되면 확률 조작되서 뜨지도 않음 싀팔 ㅋㅋㅋㅋㅋ,1,2023,5,5
52,GON,"컨텐츠는 모래알 수준이면서 돈 빨아먹을 생각에만 몰두한 뽑기 확률과 재화수급, 아이템 드랍 확률, 폭망인 밸런스... 이런게임은 참 오랜만에 본다 오픈빨 빠지면 어떻게 되나 보자 쓴 내 돈이 아깝다",1,2023,3,21
53,최혜정,처음 한시간만 재밌음.. 비추천게임. 가장 불편한게 체력회복이 없어서 항상 캐릭들이 딸피인거(힐러는 비전투시에 힐하면 안되나?)랑 캐릭터성장은 주점에서 뽑기로만 올릴 수 있으나 골드수급이 안되는 수준이라 정체기가 심하게 올수밖에 없음. 그리고 마을 들어갈때 광고좀 적당히 띄우자 샵에서도 살 수 있는걸 몇번이나 쳐묻는거야,1,2023,4,3
54,칸쵸,"코인수급처가 너무적어요, 퀘스트나,건물에서 얻어야하는데 너무쥐꼬리만큼줘요 뽑기를 못하니 좋은캐릭이 안떠서 정체되잇음 유니크캐릭도 뜨는꼴을 못봄 +무슨 업데이트가 몇시간이 걸려요???",1,2023,4,30
55,정성운,여기에 20가까이 버린 흑우로써 발전가능성이 1도없음.흑우짓할필요도.재미도 의미도...이벤트도없는 똥겜. 쓰레기임,1,2023,5,3
56,플라우다비[floW_daB_I],"30레벨 넘어서니 무과금의 한계가 느껴지기 시작함, 지도 난이도는 왜이렇게 높아지는지 깰수도 없음 뽑기는 확률이 1/3이 아니라 지멋대로고 혜자처럼 보이면서 돈빨아먹는 시스템이다. 과금은 효율좋은 패키지 몇개 제외하면 창렬스럽기까지함, 방치형게임도 아닌데 영웅들 성장시키려면 골드로 뽑기를 계속 돌려야하고 내가 주력으로 키울 영웅을 골라서 키울수 없기 때문에 성장시간조차 더 길어지는데 계정레벨을 못따라가서 계속 막힐수밖에 없다",1,2023,3,5
57,까마귀,광고제거 상품중에 25000원짜리가 중복 결제 되어서 전화했는데 한달이 다 되어가도록 연락이 없네요 이젠 전화도 받지 않으시고 빠른 확인 좀 부탁드립니다,1,2023,4,19
58,영석,업데이트 할때마다 확률 극악으로 바꾸고 알맞는 전투력 들고가도 아무것도 못하고 전설 힐러나 탱커 없으면 진출 조차 못하는 레전드 게임 ㅋㅋㅋㅋㅋㅋ 이딴 겜에 광고 제거 산거 드럽게 아깝네,1,2023,3,7
59,오진수,첨엔 재밌어 보여서 광고 제거만 결제하고 했는데 결제해도 안사라짐!회사도 외국에 있는지 문의도 어려움!별1개도 아깝다!,1,2023,3,30
60,Chan Tae Kim,돈을써서 밀어도 특정 구간 이후부터는 모든 캐릭들이 유리대포모드가 되어버림 돈쓰면 해결되지만 딱히... 더 쓰고싶은 의지가 없다 붉은광석인가 중요한 템은 거의 과금해야 수급가능,1,2023,3,7
61,카드값줘체리,광고제거 결제한 사람입니다. 뽑기 운 최악입니다 ㅋㅋㅋ 재화수급 어렵고 난이도는 높아지는데 영웅뽑기도 하늘의 별따기고 현질유도는 심해지고 공식카페도 없고 쿠폰도 없고 소통안하나요? 참 재밌는데 아까운게임...,1,2023,3,9
62,9 bbn,"컨텐츠 부족, 거의 체험판급 완성도. 과금한다면 게임의 서비스를 구매한다기보다 기대작 게임에 모금한다는 느낌.",1,2023,4,17
63,노네임,"게임자체는 재미있게 했는데 할게 없음 1주일만에 지옥화룡 잡고, 모든 퀘스트완료 랩 60레벨 끝이고.. 할게없음",1,2023,3,18
64,좋은날,3일 하면 할게 없어짐... 업그레이드에 필요한 붉은 보석은 나오지도 않고 던전 난이도는 높아서 진행 불가라 주문서는 넘쳐나고 ㅋㅋㅋ,1,2023,3,17
65,임형균,"너무 성장 모델이 창렬입니다. 과금bm도 너무 수준 미달이고 신규게임 치고도 컨텐츠가 너무 없어요...골드,다이아 수급이 거의 안돼요. 이벤트라고 내놓은 벚꽃이벤트는 하루종일 쓸모도 없는 나무캐서 지도한장. 진짜 이런거 기획하는 사람 머리를 해부하고 싶을정도. 마을 수호,던전 같은건 배속이나 소탕할 수 있게 추가해야됩니다. 게임발전가능성에 17만원 적지않은돈 과금했어요. 신경 좀 써주세요. 그리고 공식카페 하나 돈아까워서 안만들고 사설카페 만든다음 모니터링해서 잠수함패치때리는 개악질짓좀 하지마요. 유저 피드백은 싸그리 무시때리면서 좀 역겹네요.",1,2023,4,14
66,손승우,신속히 업데이트가 필요한 게임 그렇지 않으면 광고제거 구매 유저마저 일주일안에 손털 게임 30렙까지 키우면서 초반 전설득 왠걸? 개꿀 하지만 중반갈수록 영웅 렙업은 극악이고 캠프끝나면 할것도없음,1,2023,3,8
67,배틀크위너,필드보스 때만 되면 어김없이 컨트롤이 쓰레기가 되는 게임 내가 움직이는 반대방향으로 가거나 못 움직임 ㅋㅋㅋ,1,2023,4,15
68,JuHang Park,왜 현질을 했는데 아이템은 안주니? 왜 문의하기 눌러서 질렀는데 아이템은안주냐고 말했는데 답장은 없니? 왜 문의하기 만들어 놓은거니? 게임재밌어질라니까 이렇게 찬물을 껴얹어놓곤 답장하나 없는 운영진들을 보면 기가찬다 기가차,1,2023,4,5
69,이름,"주점에서 3개중에 하나 랜덤으로 뽑는 시스템인데, 3분의1확률이 아님. 현질유도 열받게 만들어놈",1,2023,3,8
70,김기범,정말 돈도 아깝고 과금유도는 이빠이 재화수급도 못하고 뭐 이런게임이 다있습니까 어느정도 돌아가게 해놓으면 어디 문제있습니까 돈만 밝히네,1,2023,4,13
71,곽현석,처음에는 괜찮은 게임 같아서 구매 조금 하고 했는데 일정 시간 지나니까 뽑기 확률 노골적으로 조작하는 게임임.,1,2023,4,5
72,이름,고의적인 느낌이 들 정도로 보석 사용해서 유닛을 뽑게끔 유도하는 장면이 자주 나온다 = 유닛 뽑기,1,2023,3,8
73,박상윤,나름 괜찮다 생각했는데 광고가 너무많고. 초반 이후 영웅뽑기 절대 일반외 안나옴 확률조작 게임 현질유도... 안하는게 이득,1,2023,3,15
74,한재기,뽑기 확률 가면 갈수록 나빠짐. 현질하지 마시고 잠깐 즐기다 삭제하시길. 정말 적당히 조작하연 그래도 이해하겠는데. 처음 게임 시작할 때는 확률 괜찮은데 나중에는 거의 최악만 뽑힘.,1,2023,4,1
75,박현택,생각한 것 보다 시간 돈을 많이 써야 조금의 결과가 있을 것 초반의 재미는 적당한 과금으로 맛볼 수 있음 이후는 반복,1,2023,3,12
76,푸른하늘아래,광고안보려고 돈썼더니 어디 도착했을때마다 현질유도창뜸. 개짜증남 어디 도착하면 기념 뭐시기하면서 현질유도함. 한번 취소했으면 그런줄알아야지.,1,2023,4,6
